Cod_setor;Situacao_setor;ATEMEIOSALARIO;DEMEIOA1SALARIO;DE1A2SALARIOS;DE2A3SALARIOS;DE3A5SALARIOS;DE5A10SALARIOS;DE10A15SALARIOS;DE15A20SALARIOS;MAISDE20SALARIOS;SEMSALARIO;TOTAL
310620005650239;1;8;142;132;40;42;21;1;0;0;171;632
310620005650240;1;8;90;167;89;70;49;8;2;1;219;791
310620005650241;1;21;242;232;41;39;14;2;1;0;223;924
310620005650242;1;17;180;208;76;52;35;4;2;2;226;896
310620005650243;1;6;103;95;39;39;17;5;2;1;107;472
310620005650244;1;23;256;346;106;87;55;2;2;4;375;1417
310620005650245;1;20;261;260;100;67;44;2;4;1;306;1225
310620005650246;1;36;293;359;112;73;35;2;4;0;379;1476
310620005650247;1;20;182;258;89;68;45;4;4;0;221;1019
310620005650248;1;11;151;189;52;42;27;1;1;1;187;758
310620005650249;1;9;110;162;38;33;17;1;1;0;141;591
310620005650250;1;24;174;224;89;51;27;4;1;0;224;927
310620005650251;1;15;175;193;39;35;16;4;3;0;196;788
310620005650252;1;6;129;162;65;46;13;1;0;1;163;679
310620005650253;1;11;141;214;77;32;14;0;2;0;180;773
310620005650254;1;14;173;190;58;49;29;4;2;1;192;775
310620005650255;1;10;140;210;75;81;45;6;2;0;201;877
310620005650256;1;8;242;254;84;52;34;4;2;1;286;1083
310620005650257;1;17;196;229;74;68;39;5;5;0;217;952
310620005650258;1;11;180;235;67;62;23;6;1;2;221;897
310620005650259;1;9;138;113;53;26;15;1;2;1;163;582
310620005650260;1;7;47;110;64;87;55;8;2;1;121;563
310620005650261;1;1;101;189;107;111;96;10;6;2;235;914
310620005650262;1;4;50;152;63;82;55;11;1;1;174;640
310620005650263;1;15;240;218;75;29;29;5;1;1;242;965
310620005650264;1;22;219;231;75;56;31;0;0;3;227;991
310620005650265;1;8;168;199;71;98;31;9;5;3;234;926
310620005650266;1;14;183;145;43;14;12;1;1;0;170;667
310620005650267;1;6;151;165;53;29;13;2;1;1;145;632
310620005650268;1;5;136;151;45;38;20;3;3;0;151;610
310620005650269;1;27;185;183;58;57;37;8;2;1;260;905
310620005650270;1;33;203;258;94;76;33;3;2;1;207;1013
310620005650271;1;7;90;105;72;61;55;5;2;2;163;620
310620005650272;1;7;59;159;123;94;83;11;5;0;177;844
310620005650273;1;7;123;163;105;103;108;15;11;4;197;905
310620005650274;1;7;99;183;116;129;119;36;15;9;273;1060
310620005650275;1;3;87;158;115;132;82;25;11;2;207;891
310620005650276;1;1;83;173;97;98;69;17;8;7;203;802
310620005650277;1;4;66;107;61;57;53;12;2;5;120;528
310620005650278;1;1;51;114;71;65;65;13;6;1;166;600
310620005650279;1;4;90;160;99;123;120;36;17;13;229;960
310620005650280;1;0;75;104;86;106;118;17;4;9;192;768
310620005650281;1;4;63;113;79;62;66;13;8;5;166;663
310620005650282;1;5;103;157;104;139;116;27;16;9;282;1017
310620005650283;1;2;66;86;57;50;29;3;3;3;107;442
310620005650284;1;11;107;115;56;55;31;4;4;3;180;636
310620005650285;1;3;83;80;44;53;36;6;10;2;136;494
310620005650286;1;3;66;72;22;17;9;0;1;0;84;297
310620005650287;1;13;109;121;47;35;13;3;0;0;124;526
310620005650288;1;8;168;152;43;17;3;1;0;0;154;643
310620005650289;1;2;22;20;1;0;3;0;0;0;16;76
310620005650291;1;4;12;15;6;13;13;1;2;2;39;115
310620005650292;1;6;58;37;9;2;1;0;0;0;59;215
310620005650293;1;7;82;52;18;1;3;0;0;0;55;262
310620005650294;1;2;9;1;1;0;0;0;0;0;7;24
310620005650295;1;9;83;38;9;2;4;0;0;0;98;287
310620005650296;1;20;192;226;54;44;23;3;3;3;287;974
310620005650297;1;23;231;200;62;40;22;4;0;1;222;902
310620005650298;1;18;277;200;42;19;15;2;1;0;218;918
310620005650299;1;13;181;194;50;36;23;1;1;2;226;825
310620005650300;1;10;180;183;49;24;18;1;3;0;187;752
310620005650301;1;8;198;185;52;29;12;1;0;0;204;802
310620005650302;1;8;156;166;43;34;9;0;0;0;162;675
310620005650303;1;7;130;76;14;10;10;1;1;0;107;419
310620005650304;1;29;291;249;46;20;11;1;0;0;268;1084
310620005650305;1;11;58;78;9;7;5;0;0;0;76;278
310620005650306;1;10;83;71;7;4;2;0;0;0;83;305
310620005650307;1;6;129;95;15;8;5;0;2;0;169;513
310620005650308;1;15;127;85;10;13;3;0;0;0;109;448
310620005650309;1;6;226;183;67;41;13;1;1;1;209;822
310620005650310;1;14;103;123;66;34;23;1;2;1;184;624
310620005650311;1;0;0;0;0;0;0;0;0;0;0;234
310620005650312;1;7;135;197;87;104;156;38;34;19;318;1182
310620005650313;1;1;81;101;36;16;15;3;0;4;153;455
310620005650314;1;7;207;230;122;90;63;11;4;6;259;1101
310620005650315;1;1;93;231;57;52;19;1;0;1;137;662
310620005650316;1;1;92;112;35;22;10;0;0;1;142;455
310620005650317;1;2;122;142;31;15;7;1;1;0;135;525
310620005650318;1;3;210;190;41;40;23;2;0;0;258;856
310620005650319;1;6;170;168;63;49;41;2;9;1;249;847
310620005650320;1;3;123;131;20;3;0;0;0;0;323;740
310620005650321;1;1;229;68;8;1;0;0;0;0;251;657
310620005650322;1;13;179;134;19;8;2;0;0;0;203;687
310620005650323;1;34;239;189;32;13;6;0;0;0;244;903
310620005650324;1;25;222;243;49;41;15;1;0;0;181;886
310620005650325;1;4;112;171;69;90;79;7;6;2;192;814
310620005650326;1;2;73;127;75;67;37;4;2;2;108;542
310620005650327;1;9;83;182;139;124;75;18;4;0;199;916
310620005650328;1;5;156;206;65;56;40;6;0;1;234;844
310620005650329;1;6;94;148;72;71;33;3;4;2;136;622
310620005650330;1;1;102;133;66;78;54;8;5;2;215;735
310620005650331;1;1;95;156;86;72;76;14;9;2;206;790
310620005650332;1;34;197;108;16;3;3;0;0;0;182;663
310620005650333;1;10;126;67;11;5;2;0;0;0;77;350
310620005650334;1;26;218;120;27;5;6;0;0;0;209;737
310620005650335;1;78;345;212;29;16;1;0;0;0;307;1186
310620005650336;1;6;177;162;67;42;29;8;1;4;215;809
310620005650337;1;3;91;101;54;59;33;2;5;1;148;538
310620005650338;1;14;148;192;70;66;41;11;3;3;251;876
310620005650339;1;10;163;176;61;32;19;4;2;1;171;697
310620005650340;1;6;119;152;51;47;32;6;4;1;167;662
310620005650341;1;12;177;154;56;32;22;1;0;0;196;727
310620005650342;1;8;194;168;70;60;28;8;7;3;171;792
310620005650343;1;4;108;130;57;52;20;0;2;0;134;549
310620005650344;1;5;102;151;53;63;41;3;1;1;126;599
310620005650345;1;14;57;66;24;19;17;1;2;0;58;293
310620005650346;1;10;152;170;63;40;35;7;2;2;193;741
310620005650347;1;3;127;154;83;51;29;1;1;1;163;672
310620005650348;1;3;44;53;12;12;5;0;0;0;48;204
310620005650349;1;3;36;35;12;12;4;2;0;1;42;156
310620005650350;1;12;137;186;70;56;33;5;1;1;203;804
310620005650351;1;8;163;182;39;38;17;5;3;0;268;819
310620005650352;1;12;183;169;66;39;25;6;1;1;253;846
310620005650353;1;4;122;187;59;31;16;1;1;0;146;635
310620005650354;1;29;213;87;3;4;0;0;0;0;361;834
310620005650355;1;0;16;13;1;3;2;0;0;0;12;49
310620005650356;1;47;308;196;28;20;4;0;0;1;285;1088
310620005650357;1;23;278;157;31;7;2;0;0;0;246;892
310620005650358;1;11;101;83;13;8;2;0;0;0;94;357
310620005650359;1;7;133;191;87;58;28;4;3;0;129;703
310620005650360;1;8;82;158;95;67;48;7;3;0;131;640
310620005650361;1;7;136;157;78;80;55;8;2;2;147;753
310620005650362;1;3;86;102;58;49;19;7;3;2;113;491
310620005650363;1;3;143;62;19;8;3;0;0;0;169;483
310620005650364;1;11;203;82;18;24;19;0;4;1;257;750
310620005650365;1;12;145;106;26;23;5;0;1;0;339;783
310620005650366;1;5;164;115;26;9;5;0;1;0;196;585
310620005650367;1;36;232;143;14;10;0;3;0;0;261;817
310620005650368;1;4;88;105;62;45;31;4;1;0;116;496
310620005650369;1;15;119;101;13;7;8;0;1;0;118;438
310620005650370;1;7;91;107;44;30;25;6;4;2;89;453
310620005650371;1;5;98;166;76;61;58;13;3;6;189;759
310620005650372;1;6;180;203;68;72;49;11;8;3;211;909
310620005650373;1;5;128;180;62;71;51;8;11;4;140;719
310620005650374;1;2;62;79;37;32;36;10;2;4;89;389
310620005650375;1;5;77;88;46;33;20;2;8;3;73;400
310620005650376;1;4;74;137;69;80;44;10;4;1;81;543
310620005650377;1;7;119;145;57;35;27;6;2;0;116;578
310620005650378;1;7;121;168;77;67;35;2;5;1;113;646
310620005650379;1;2;57;46;24;14;10;2;2;4;52;234
310620005650380;1;1;93;127;58;44;45;5;0;1;116;533
310620005650381;1;6;52;117;59;82;67;11;3;3;119;557
310620005650382;1;0;37;80;57;68;56;7;4;0;108;445
310620005650383;1;6;135;155;83;89;54;13;3;3;191;788
310620005650384;1;12;62;73;54;50;54;2;7;3;99;463
310620005650385;1;5;49;105;91;76;65;12;12;6;157;615
310620005650386;1;8;57;111;73;58;60;10;9;6;103;545
310620005650387;1;2;75;95;54;34;18;5;0;0;88;397
310620005650388;1;0;123;108;64;56;79;7;6;5;187;680
310620005650389;1;3;98;137;77;91;62;15;10;5;118;655
310620005650390;1;5;96;124;80;84;67;11;8;7;161;680
310620005650391;1;1;116;117;76;117;90;16;12;8;126;738
310620005650392;1;1;68;128;87;101;88;16;10;12;134;701
310620005650393;1;4;113;141;53;76;39;9;2;4;127;623
310620005650394;1;6;357;248;47;3;1;0;0;0;415;1346
310620005650395;1;1;100;88;84;75;77;12;12;6;133;618
310620005650396;1;11;106;163;94;114;96;13;9;4;188;842
310620005650397;1;2;62;149;78;94;59;12;5;0;156;669
310620005650398;1;2;111;187;101;146;94;13;9;7;196;925
310620005650399;1;7;71;106;72;128;106;14;12;5;108;677
310620005650400;1;2;62;136;101;148;103;19;10;6;170;811
310620005650401;1;7;60;152;93;120;93;14;11;1;106;700
310620005650402;1;2;48;128;79;80;104;28;11;9;168;719
310620005650403;1;2;65;86;53;49;42;8;5;2;99;445
310620005650404;1;8;118;163;67;92;85;15;19;10;183;847
310620005650405;1;3;92;104;59;72;80;18;12;8;127;630
310620005650406;1;6;69;68;47;63;50;15;13;10;152;531
310620005650407;1;5;59;96;52;85;83;22;21;25;215;726
310620005650408;1;2;49;96;56;59;79;18;16;8;127;554
310620005650409;1;4;72;121;43;69;61;15;9;10;159;613
310620005650410;1;1;60;74;65;76;77;25;12;8;122;560
310620005650411;1;4;102;101;69;117;123;37;21;11;163;801
310620005650412;1;8;54;114;72;85;101;27;18;9;119;669
310620005650413;1;7;63;106;94;99;129;16;15;1;155;744
310620005650414;1;4;53;78;53;53;65;14;11;10;118;516
310620005650415;1;0;3;8;4;2;4;0;0;0;6;27
310620005650416;1;1;16;20;4;1;0;1;1;3;36;91
310620005650417;1;0;3;6;5;3;7;2;1;0;10;40
310620005650418;1;2;29;31;38;60;66;19;11;11;84;392
310620005650419;1;2;58;65;50;69;81;15;22;12;150;564
310620005650420;1;8;80;140;56;63;57;7;10;1;171;662
310620005650421;1;6;62;100;45;62;58;17;12;3;133;538
310620005650422;1;3;58;87;66;97;55;11;5;2;109;533
310620005650423;1;2;69;118;63;73;77;14;1;3;122;597
310620005650424;1;0;5;73;28;31;25;3;6;2;65;260
310620005650425;1;2;8;31;20;17;10;5;1;0;28;133
310620005650426;1;2;17;32;18;36;50;10;12;14;65;290
310620005650428;1;1;38;38;31;31;30;12;1;2;138;328
310620005650429;1;0;16;22;8;6;4;1;0;0;23;89
310620005650430;1;4;54;66;27;29;26;2;1;1;90;317
310620005650431;1;3;32;56;33;46;29;2;1;0;58;303
310620005650432;1;1;35;31;9;5;8;0;0;0;42;144
310620005650433;1;2;5;11;2;1;0;0;0;0;9;32
310620005650434;1;1;8;17;2;2;1;0;0;0;9;48
310620005650435;1;3;29;37;6;3;0;1;0;0;45;145
310620005650436;1;6;100;106;26;19;10;2;0;0;117;440
310620005650437;1;2;43;88;66;72;80;12;6;8;128;562
310620005650438;1;0;2;4;4;3;11;1;1;1;7;38
310620005650439;1;3;54;62;34;44;40;7;6;2;76;358
310620005650440;1;3;37;49;38;49;86;21;17;20;124;474
310620005650441;1;2;28;19;11;6;5;1;1;0;51;142
310620005650442;1;1;96;101;52;43;45;8;5;3;114;496
310620005650443;1;4;38;42;21;27;44;11;3;0;65;271
310620005650444;1;3;4;67;9;8;4;1;0;0;31;136
310620005650445;1;0;18;10;7;8;5;0;1;0;18;72
310620005650446;1;0;12;20;7;8;9;2;0;0;32;96
310620005650447;1;0;20;51;12;12;6;0;1;2;37;158
310620005650448;1;7;55;40;7;8;3;1;0;0;45;183
310620005650449;1;11;67;114;45;54;59;20;7;5;126;560
310620005650450;1;2;10;12;7;20;28;10;5;1;61;170
310620005650451;1;4;50;38;21;33;23;3;1;2;75;278
310620005650452;1;0;38;26;14;6;3;1;1;1;33;142
310620005650453;1;5;88;68;15;3;1;0;0;0;108;316
310620005650454;1;0;27;19;3;1;0;0;0;0;23;78
310620005650455;1;0;48;68;41;40;45;11;7;1;94;399
310620005650456;1;6;118;171;61;40;24;4;6;1;176;699
310620005650457;1;0;28;40;11;6;4;1;0;0;51;158
310620005650458;1;0;14;28;6;5;4;1;0;0;9;76
310620005650459;1;2;44;32;19;14;4;0;0;0;61;192
310620005650460;1;1;23;25;3;3;1;0;0;0;17;94
310620005650461;1;1;14;11;6;1;2;0;0;0;20;62
310620005650462;1;1;18;22;8;5;7;0;1;0;19;98
310620005650463;1;2;93;145;45;32;9;3;1;2;108;492
310620005650464;1;4;38;58;16;14;7;1;1;0;43;203
310620005650465;1;0;29;37;9;9;2;0;0;0;44;148
310620005650466;1;0;28;64;53;111;140;32;17;9;143;666
310620005650467;1;4;73;112;59;71;73;16;11;5;148;645
310620005650468;1;1;51;66;38;36;52;14;3;1;74;356
310620005650469;1;15;130;108;28;15;9;0;0;0;122;482
310620005650470;1;6;92;103;36;18;12;0;0;0;111;426
310620005650471;1;0;14;15;9;1;1;0;0;0;16;66
310620005650472;1;0;12;17;4;3;2;0;0;0;15;61
310620005650473;1;9;95;114;40;31;11;4;0;0;98;451
310620005650474;1;12;126;127;50;49;29;5;5;0;159;610
310620005650475;1;2;14;17;12;5;2;2;2;0;34;103
310620005650476;1;1;15;18;13;9;4;3;0;2;19;91
310620005650477;1;5;71;92;46;53;29;7;6;2;77;428
310620005650478;1;1;20;17;9;14;8;2;0;3;33;125
310620005650479;1;2;52;117;73;59;50;15;8;1;114;535
310620005650480;1;1;32;52;36;61;68;22;20;6;126;479
310620005650481;1;0;8;23;23;30;44;10;6;9;52;212
310620005650482;1;0;10;6;8;3;3;0;3;0;22;67
310620005650483;1;10;53;70;25;10;4;0;0;0;47;241
310620005650484;1;0;0;3;1;2;2;0;0;0;3;12
310620005650485;1;23;188;195;50;33;16;4;1;1;215;817
310620005650486;1;13;94;99;31;36;37;8;4;1;167;550
310620005650487;1;8;31;43;26;21;12;0;0;1;70;236
310620005650488;1;2;42;93;42;58;55;13;6;2;133;476
310620005650489;1;4;80;90;43;46;18;6;7;2;120;469
310620005650490;1;3;36;51;29;21;11;6;3;3;76;257
310620005650491;1;5;126;185;91;67;30;4;1;1;172;755
310620005650492;1;1;52;65;28;17;5;0;0;0;61;252
310620005650493;1;9;130;110;20;12;6;0;0;0;130;477
310620005650494;1;0;9;11;6;0;2;0;0;0;11;45
310620005650495;1;7;96;208;115;95;21;0;0;0;153;809
310620005650496;1;9;66;121;92;47;26;2;1;0;119;567
310620005650497;1;0;0;0;0;0;0;0;0;0;0;10
310620005650498;1;5;95;161;65;51;52;14;6;7;217;753
310620005650499;1;3;69;135;112;123;89;10;18;2;169;834
310620005650500;1;4;29;115;74;79;53;7;7;3;149;590
310620005650501;1;0;15;15;4;2;2;0;0;0;12;56
310620005650502;1;8;116;125;59;45;35;4;3;2;206;705
310620005650503;1;1;17;28;16;25;31;5;2;5;86;250
310620005650505;1;10;95;57;8;4;4;1;1;0;76;298
310620005650506;1;2;38;37;5;7;5;0;0;0;36;151
310620005650508;1;6;54;37;4;2;0;1;0;0;57;191
310620005650509;1;16;85;142;79;78;20;4;1;0;124;656
310620005650510;1;57;205;156;71;40;18;3;1;0;328;1084
310620005650511;1;0;4;6;2;1;0;0;0;0;11;27
310620005650512;1;10;52;86;16;8;3;0;1;0;66;286
310620005650513;1;2;59;60;20;10;8;1;1;0;81;296
310620005650514;1;5;28;38;8;11;6;0;0;0;35;147
310620005650515;1;3;29;36;9;6;1;2;0;0;31;140
310620005650516;1;16;56;46;8;4;2;0;0;0;52;228
310620005650517;1;1;23;10;4;1;0;0;0;0;22;78
310620005650518;1;10;24;25;8;1;1;0;0;0;15;108
310620005650519;1;0;30;21;9;11;3;0;0;0;21;104
310620005650520;1;3;65;65;32;26;10;5;1;1;96;340
310620005650521;1;4;64;69;23;14;4;1;0;0;57;259
310620005650522;1;5;62;65;17;13;4;0;0;0;63;255
310620005650523;1;1;24;28;9;4;5;0;0;0;26;107
310620005650524;1;2;23;37;19;13;6;1;0;0;37;157
310620005650525;1;0;2;7;1;0;1;0;0;0;1;15
310620005650526;1;0;48;31;20;8;6;0;1;0;38;175
310620005650527;1;1;15;54;44;70;62;6;1;3;50;352
310620005650528;1;0;13;13;15;17;18;3;1;0;23;111
310620005650529;1;0;24;29;5;7;4;0;0;0;22;107
310620005650530;1;3;49;60;25;19;13;1;1;1;85;288
310620005650531;1;4;51;81;21;26;19;1;2;2;84;325
310620005650532;1;1;63;67;32;33;25;3;5;1;105;362
310620005650533;1;7;89;84;23;13;7;0;0;0;113;389
310620005650534;1;10;123;156;39;28;17;2;5;2;193;667
310620005650535;1;3;36;7;3;1;0;0;1;0;30;96
310620005650536;1;0;9;11;4;0;2;0;0;0;12;43
310620005650537;1;3;35;38;10;6;7;2;0;0;48;168
310620005650538;1;3;23;14;3;2;2;0;0;0;19;72
310620005650539;1;14;78;69;14;3;4;2;0;0;93;326
310620005650540;1;6;61;51;10;1;2;2;0;0;60;227
310620005650541;1;0;13;17;6;0;2;0;0;0;13;58
310620005650542;1;2;65;34;8;5;2;0;3;0;63;211
310620005650543;1;5;44;40;7;4;1;0;0;0;58;182
310620005650544;1;0;8;11;1;1;2;0;0;0;14;43
310620005650545;1;8;72;69;22;10;6;4;0;0;114;356
310620005650546;1;6;69;31;5;4;1;0;0;0;53;203
310620005650547;1;0;0;0;0;0;0;0;0;0;0;12
310620005650548;1;0;11;13;7;16;22;9;6;2;45;145
310620005650549;1;2;23;20;12;4;5;0;0;0;23;102
310620005650550;1;0;0;3;3;1;1;0;0;0;3;12
310620005650551;1;1;21;25;4;1;2;0;0;0;24;89
310620005650552;1;5;37;61;20;16;11;1;1;0;45;218
310620005650553;1;0;10;8;10;5;3;2;0;0;17;64
310620005650554;1;0;0;0;0;0;0;0;0;0;0;97
310620005650555;1;0;0;0;0;0;0;0;0;0;0;6
310620005650556;1;5;33;27;10;6;0;0;0;0;44;145
310620005650557;1;1;90;92;37;40;15;3;2;1;80;406
310620005650558;1;2;27;43;12;6;4;0;0;1;46;168
310620005650559;1;6;58;68;34;11;8;0;0;0;79;307
310620005650560;1;7;63;101;23;8;6;0;0;0;90;356
310620005650561;1;1;57;47;11;12;7;2;1;1;34;199
310620005650562;1;0;2;1;1;3;3;1;0;0;3;15
310620005650563;1;1;50;48;12;14;5;0;1;0;64;226
310620005650564;1;2;36;26;13;10;4;0;0;1;15;119
310620005650566;1;1;27;41;13;11;7;0;0;1;18;131
310620005650567;1;2;20;9;3;2;0;0;0;0;16;58
310620005650568;1;0;41;20;4;1;1;0;0;0;22;107
310620005650569;1;0;5;9;3;5;1;0;0;0;5;33
310620005650570;1;2;24;43;19;32;29;2;0;0;42;204
310620005650571;1;1;16;25;16;27;23;3;3;1;31;156
310620005650572;1;2;48;82;35;39;60;10;10;11;91;428
310620005650573;1;3;46;62;53;62;81;18;15;17;118;524
310620005650574;1;3;34;58;39;69;79;13;6;4;75;436
310620005650575;1;0;22;34;28;63;67;15;13;7;58;343
310620005650576;1;0;9;15;7;1;0;0;0;0;14;56
310620005650577;1;1;18;18;10;3;2;0;0;0;18;78
310620005650578;1;9;72;182;73;108;88;17;5;12;248;962
310620005670001;1;12;129;130;63;70;51;2;0;1;184;729
310620005670002;1;4;24;80;30;14;4;0;0;0;47;226
310620005670003;1;6;228;235;152;74;44;3;3;0;355;1230
310620005670004;1;15;158;176;92;65;76;6;5;12;232;939
310620005670005;1;0;0;0;0;0;0;0;0;0;0;495
310620005670006;1;2;105;105;42;49;47;11;8;3;193;612
310620005670007;1;3;144;114;66;48;18;0;0;1;162;617
310620005670008;1;6;114;149;37;27;12;2;1;0;158;578
310620005670009;1;18;193;218;76;52;27;5;1;1;211;926
310620005670010;1;4;156;180;69;51;34;2;2;1;181;769
310620005670011;1;14;199;199;70;30;19;2;0;0;297;945
310620005670012;1;9;186;148;50;49;43;3;2;1;205;774
310620005670013;1;5;195;210;85;63;43;6;4;3;207;906
310620005670014;1;4;57;100;37;38;20;1;1;0;106;404
310620005670015;1;3;80;177;116;158;189;39;23;19;298;1252
310620005670016;1;9;107;116;60;62;50;3;3;2;183;706
310620005670017;1;8;173;215;105;89;68;13;11;11;346;1194
310620005670018;1;4;128;182;68;48;21;3;1;2;190;733
310620005670019;1;14;185;258;89;74;37;2;4;4;248;1032
310620005670020;1;2;27;62;18;7;6;0;0;0;60;216
310620005670021;1;5;85;137;58;76;71;14;16;11;206;772
310620005670022;1;4;148;315;91;55;29;1;4;2;561;1373
310620005670023;1;5;225;230;100;65;41;4;6;4;353;1180
310620005670024;1;2;61;157;131;146;142;12;8;6;236;1026
310620005670025;1;16;120;208;70;75;36;12;3;4;249;917
310620005670026;1;3;125;204;70;76;48;9;3;5;297;959
310620005670027;1;6;121;152;83;62;71;17;7;5;184;788
310620005670028;1;13;149;248;98;82;75;14;8;10;260;1073
310620005670029;1;69;273;212;29;19;16;4;2;4;442;1278
310620005670030;1;19;308;358;79;37;5;2;0;3;294;1299
310620005670031;1;35;181;163;43;21;7;0;1;1;164;708
310620005670032;1;22;229;240;59;23;12;0;1;0;208;907
310620005670033;1;17;248;177;33;22;8;0;1;1;197;819
310620005670034;1;14;159;225;78;48;16;5;0;3;286;929
310620005670035;1;25;179;154;68;24;20;2;2;2;200;783
310620005670036;1;28;182;172;20;10;6;2;3;5;225;794
310620005670037;1;8;134;68;17;24;17;2;1;1;119;449
310620005670038;1;6;153;182;62;70;43;7;3;4;191;797
310620005670039;1;2;93;169;88;91;115;10;12;14;211;881
310620005670040;1;4;87;111;60;61;57;12;12;5;166;616
310620005670041;1;8;96;106;64;68;64;10;9;2;147;630
310620005670042;1;2;77;94;19;20;11;2;0;0;118;392
310620005670043;1;17;224;71;7;1;1;3;0;0;197;614
310620005670044;1;1;60;31;5;0;1;0;0;0;70;201
310620005670045;1;9;237;83;19;3;1;0;0;0;167;646
310620005670046;1;16;163;76;12;4;2;0;1;1;169;562
310620005670047;1;9;97;49;5;3;0;0;0;0;113;353
310620005670048;1;36;341;183;26;6;9;1;0;4;421;1231
310620005670049;1;11;125;32;1;2;2;2;1;2;96;332
310620005670050;1;21;339;225;32;12;9;6;2;2;289;1170
310620005670051;1;24;133;148;38;23;15;3;1;2;130;616
310620005670052;1;6;209;192;73;85;98;15;11;9;221;1061
310620005670053;1;2;17;47;28;52;79;17;12;8;85;385
310620005670054;1;3;25;43;37;83;104;30;28;14;100;527
310620005670055;1;2;24;80;80;107;113;10;7;0;82;554
310620005670056;1;0;18;56;73;79;130;18;10;7;88;513
310620005670057;1;5;80;103;39;46;49;8;7;4;139;545
310620005670058;1;5;88;174;103;124;113;20;8;6;245;969
310620005670059;1;5;73;145;91;98;62;15;4;0;162;740
310620005670060;1;5;57;121;70;86;54;10;4;4;139;608
310620005670061;1;1;32;108;66;77;59;5;2;1;127;534
310620005670062;1;8;232;322;140;105;92;16;5;2;340;1443
310620005670063;1;2;120;157;51;57;24;5;0;1;218;719
310620005670064;1;2;136;129;73;63;15;6;2;1;184;676
310620005670065;1;5;132;242;134;97;62;8;2;0;236;1026
310620005670066;1;11;142;182;76;107;67;14;5;0;260;950
310620005670067;1;7;104;144;61;65;36;4;4;0;236;750
310620005670068;1;11;200;157;51;25;22;4;1;1;162;728
310620005670069;1;13;169;109;14;5;1;0;0;0;165;565
310620005670070;1;17;313;241;52;13;10;0;1;1;270;1038
310620005670071;1;18;305;241;35;22;4;1;0;0;322;1119
310620005670072;1;24;163;163;41;20;8;0;0;1;140;641
310620005670073;1;27;273;237;41;22;3;0;0;0;278;1022
310620005670074;1;16;265;248;63;27;1;0;0;0;226;966
310620005670075;1;8;113;99;31;20;19;0;0;0;124;473
310620005670076;1;37;205;218;48;44;23;1;1;0;176;844
310620005670077;1;9;360;179;41;5;4;0;0;0;402;1196
310620005670078;1;7;100;152;71;63;64;11;12;6;249;849
310620005670079;1;6;36;58;33;42;20;1;16;4;83;324
310620005670080;1;3;47;80;48;57;49;6;2;3;123;469
310620005670081;1;13;117;157;72;74;50;14;8;4;173;760
310620005670082;1;6;33;72;36;30;49;2;6;6;110;385
310620005670083;1;4;73;111;54;58;58;17;9;6;205;678
310620005670084;1;3;131;141;91;68;84;12;8;5;172;794
310620005670085;1;4;139;179;70;47;38;11;4;9;291;902
310620005670086;1;0;60;116;77;140;141;23;15;9;199;880
310620005670087;1;6;41;58;32;31;45;8;4;2;57;316
310620005670088;1;0;40;71;47;93;102;20;13;4;94;529
310620005670089;1;7;155;183;77;93;65;17;10;9;230;969
310620005670090;1;5;68;121;37;61;68;17;4;10;180;630
310620005670091;1;3;139;123;44;30;20;2;3;4;138;587
310620005670092;1;1;114;87;26;18;6;1;0;0;80;371
310620005670093;1;2;51;80;24;44;93;26;34;26;200;654
310620005670094;1;1;53;96;85;133;161;39;27;20;137;840
310620005670095;1;11;64;142;105;117;65;8;3;6;189;777
310620005670096;1;4;48;102;49;115;197;60;49;24;258;1028
310620005670097;1;1;11;44;18;49;115;56;39;52;137;613
310620005670098;1;2;63;66;48;85;89;19;19;7;153;633
310620005670099;1;0;5;25;20;30;73;37;37;21;72;359
